ตาราง 10.9 รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน จำแนกตามแบบปริมาณลูกโซ่ (ปีอ้างอิง พ.ศ. 2545) และประเภทรายจ่าย พ.ศ. 2563 - 2565,,,,
Table 10.9 Consumption Expenditure of Households by Chain Volume Measures (Reference Year = 2002) and Type of Expenditure: 2020 - 2022,,,,
,,,,
,,,,(ล้านบาท   Million Baht)
ประเภทรายจ่าย,2563 (2020)r ,2564 (2021),2565 (2022)p,Type of expenditure
รายจ่ายเพื่อการอุปโภคบริโภคของเอกชน,5617253,5651161,5999291,Private final consumption expenditure
อาหาร และเครื่องดื่มที่ไม่มีแอลกอฮอล์,1033131,1063752,1100069,Food and non-alcoholic
อาหาร,826458,852940,880215,Food
ขนมปัง และอาหารแป้ง,194675,205332,217181,Bread and cereals
เนื้อสัตว์,126224,128470,131817,Meat
ปลา,105734,106408,108522,Fish
นม เนยแข็ง และไข่,103490,107814,111801,"Milk, cheese and egg"
น้ำมัน และไขมัน,51468,53126,54165,Oil and fat
ผลไม้,54879,56746,57988,Fruit
ผัก,115496,119120,122359,Vegetable
น้ำตาล ผลไม้กวน น้ำผึ้ง ช็อกโกแลต และขนมหวาน,33108,33265,33492,"Sugar, jam, honey, chocolate and confectionery"
ผลิตภัณฑ์อาหารอื่นๆ,53026,54213,55499,Food products n.e.c.
เครื่องดื่มที่ไม่มีแอลกอฮอล์,221461,224111,235413,Non-alcoholic beverages
เครื่องดื่มที่มีแอลกอฮอล์ ยาสูบ และยาเสพติด,191186,188139,191878,"Alcoholic beverages, tobacco and narcotic"
เครื่องดื่มที่มีแอลกอฮอล์,133596,131318,135728,Alcoholic beverages
ยาสูบ,55534,54747,54663,Tobacco
เครื่องนุ่งห่ม และรองเท้า,252370,229416,235822,Clothing and footwear
เสื้อผ้า,223271,203739,209019,Clothing
รองเท้า,31166,27286,28602,Footwear
ค่าเช่า ประปา ไฟฟ้า ก๊าซ และเชื้อเพลิงอื่นๆ,751869,771334,781954,"Housing, water, electricity, gas and other fuels"
ค่าเช่า และประปา,562383,577706,591138,Housing and water
ไฟฟ้า ก๊าซ และเชื้อเพลิงอื่นๆ,184048,188231,186726,"Electricity, gas and other fuels"
เครื่องเรือน เครื่องใช้ และการบำรุงรักษาครัวเรือน,329851,332908,336095,"Furnishings, households equipment and routine maintenance of the house"
เฟอร์นิเจอร์ และเครื่องตกแต่งบ้าน พรม และวัสดุตกแต่งพื้นอื่นๆ,29108,28796,29422,"Furniture and furnishings, carpets and other floor covering"
เครื่องใช้ในครัวเรือน และการบำรุงรักษาครัวเรือน,299951,303245,305836,Households equipment and routine maintenance of the house
การรักษาพยาบาล,410461,444460,480755,Health
การขนส่ง,735502,690131,750965,Transportation
ค่าซื้อยานพาหนะ,297396,287500,322957,Purchase of vehicles
ค่าใช้จ่ายเกี่ยวกับยานพาหนะ,232994,223457,231862,Operation of personal transport equipment
ค่าบริการขนส่ง,196099,170595,195110,Transport services
การสื่อสาร และโทรคมนาคม,274760,278923,279589,Communication
บันเทิง และนันทนาการ,396351,384712,404448,Recreation and culture
ดูหนัง ฟังเพลง การถ่ายรูป และอุปกรณ์การรับรู้ข่าวสาร,97039,89184,89616,"Audio-visual, photographic and information processing equipment"
บันเทิง และนันทนาการอื่นๆ,249031,245987,264090,Other recreation and entertainment
หนังสือพิมพ์ หนังสือ และเครื่องเขียน,45277,43581,43530,"Newspaper, books and stationery"
การศึกษา,106335,108004,109515,Education
ภัตตาคารและโรงแรม,621349,505624,848729,Restaurants and hotels
สินค้า และบริการเบ็ดเตล็ด,755593,752452,744601,Miscellaneous goods and services
อนามัยส่วนบุคคล,163341,170121,178164,Personal care
เครื่องใช้ส่วนบุคคลอื่นๆ,137865,128025,125845,Personal effects n.e.c.
ค่าบริการทางการเงิน,357737,366440,354644,Financial services
ค่าบริการอื่นๆ,87369,81663,81688,Other services n.e.c.
รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,5718300,5618877,6118947,Consumption expenditure of households
บวก: การใช้จ่ายเพื่อการอุปโภคบริโภคของสถาบันไม่แสวงหากำไรให้บริการครัวเรือน,104201,98870,97192,Plus: Individual consumption expenditure of non-profit institutions serving households (NPISHs)
การใช้จ่ายเพื่อการอุปโภคบริโภคของเอกชน ตลาดในประเทศ,5822302,5717624,6216157,Private final consumption expenditure in the domestic market
บวก:  คนไทยใช้จ่ายในต่างประเทศ,87252,67994,144451,Plus: Expenditure of residents abroad
หัก:    คนต่างประเทศใช้จ่ายในประเทศไทย,265203,88337,363263,Less: Expenditure of non-residents in the country
,,,,
หมายเหตุ: ปริมาณลูกโซ่ไม่มีคุณสมบัติของการบวก คือ ผลรวมของมูลค่าส่วนย่อยไม่เท่ากับมูลค่าส่วนรวมที่เกิดจากการทำปริมาณลูกโซ่,,,,
Note: Chain volume series are not additive. The sum of the components will thus not be equal to the shown totals.,,,,
ที่มา: สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ  สำนักนายกรัฐมนตรี,,,,
"Source: Office of the National Economic and Social Development Council,  Office of the Prime Minister",,,,
