ตาราง 10.1 รายได้ประชาชาติสุทธิ ผลิตภัณฑ์มวลรวมประชาชาติ และรายจ่ายเพื่อการอุปโภคบริโภค พ.ศ. 2563 - 2565,,,,,,
"Table 10.1 Net National Income, Gross National Product and Consumption Expenditure: 2020 - 2022",,,,,,
,,,,,,
,,,,,,"(จำนวนเป็นล้านบาท ต่อประชากรหนึ่งคนเป็นบาท  Million Baht, except per capita in Baht)"
รายการ_1,รายการ_2,2563 (2020)r ,2564 (2021),2565 (2022)p,Item_1,Item_2
รายได้ประชาชาติสุทธิ,ราคาประจำปี,12339952,12585718,13748195,Net National Income ,Current market prices
รายได้ประชาชาติสุทธิ,ต่อประชากรหนึ่งคน,177530,180601,196822,Net National Income ,Per capita
รายได้ประชาชาติ,ราคาประจำปี,15314095,15626316,16878222,Gross National Income ,Current market prices
รายได้ประชาชาติ,ต่อประชากรหนึ่งคน,220318,224233,241632,Gross National Income ,Per capita
รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,ราคาประจำปี,8384804,8321824,9582052,Consumption Expenditure of Households,Current market prices
รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,ต่อประชากรหนึ่งคน,120629,119415,137178,Consumption Expenditure of Households,Per capita
รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,แบบปริมาณลูกโซ่ (ปีอ้างอิง พ.ศ. 2545),5718300,5618877,6118947,Consumption Expenditure of Households,Chain volume measures (Reference year = 2002)
รายจ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,ต่อประชากรหนึ่งคน,82267,80629,87600,Consumption Expenditure of Households,Per capita
รายจ่ายเพื่อการอุปโภคของรัฐบาล,ราคาประจำปี,2786909,2951397,3079832,General Government Consumption Expenditure,Current market prices
รายจ่ายเพื่อการอุปโภคของรัฐบาล,ต่อประชากรหนึ่งคน,40094,42352,44091,General Government Consumption Expenditure,Per capita
รายจ่ายเพื่อการอุปโภคของรัฐบาล,แบบปริมาณลูกโซ่ (ปีอ้างอิง พ.ศ. 2545),1617299,1676679,1678922,General Government Consumption Expenditure,Chain volume measures (Reference year = 2002)
รายจ่ายเพื่อการอุปโภคของรัฐบาล,ต่อประชากรหนึ่งคน,23267,24060,24036,General Government Consumption Expenditure,Per capita
"ประชากร (1,000 คน)",,69509,69688,69851,"Population (1,000 persons)",
,,,,,,
ที่มา: สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ สำนักนายกรัฐมนตรี,,,,,,
"Source: Office of the National Economic and Social Development Council, Office of the Prime Minister",,,,,,
