ตาราง 10.7 รายจ่ายเพื่อการอุปโภคบริโภค จำแนกตามแบบปริมาณลูกโซ่ (ปีอ้างอิง พ.ศ. 2545) และประเภทรายจ่าย พ.ศ. 2563 - 2565,,,,
Table 10.7 Consumption Expenditure by Chain Volume Measures (Reference Year = 2002) and Type of Expenditure: 2020 - 2022,,,,
,,,,
,,,,(ล้านบาท  Million Baht)
ประเภทรายจ่าย,2563 (2020)r ,2564 (2021),2565 (2022)p,Type of expenditure
รายจ่ายเพื่อการอุปโภคบริโภคของเอกชน,5617253,5651161,5999291,Private final consumption expenditure
อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,1033131,1063752,1100069,Food and non-alcoholic
เครื่องดื่มที่มีแอลกอฮอล์ ยาสูบ และยาเสพติด,191186,188139,191878,"Alcoholic beverages, tobacco and narcotic"
เสื้อผ้า และรองเท้า,252370,229416,235822,Clothing and footwear
ที่อยู่อาศัย ประปา ไฟฟ้า ก๊าซ และเชื้อเพลิงอื่นๆ,751869,771334,781954,"Housing, water, electricity, gas and other fuels"
เครื่องเรือน เครื่องใช้ และการบำรุง รักษาครัวเรือน,329851,332908,336095,"Furnishings, households equipment and routine maintenance of the house"
การรักษาพยาบาล,410461,444460,480755,Health
การขนส่ง,735502,690131,750965,Transportation
การสื่อสารและโทรคมนาคม,274760,278923,279589,Communication
บันเทิงและนันทนาการ,396351,384712,404448,Recreation and entertainment
การศึกษา,106335,108004,109515,Education
ภัตตาคารและโรงแรม,621349,505624,848729,Restaurants and hotels
สินค้าและบริการเบ็ตเตล็ด,755593,752452,744601,Miscellaneous goods and services
การใช้จ่ายเพื่อการอุปโภคบริโภคของครัวเรือน,5718300,5618877,6118947,Consumption expenditure of households
บวก: การใช้จ่ายเพื่อการอุปโภคบริโภคของสถาบันไม่แสวงหากำไรให้บริการครัวเรือน,104201,98870,97192,Plus: Individual consumption expenditure of non-profit institutions serving households (NPISHs)
การใช้จ่ายเพื่อการอุปโภคบริโภคของเอกชน ตลาดในประเทศ,5822302,5717624,6216157,Private final consumption expenditure in the domestic market
บวก:  คนไทยใช้จ่ายในต่างประเทศ,87252,67994,144451,Plus:  Expenditure of residents abroad
หัก:   คนต่างประเทศใช้จ่ายในประเทศไทย,265203,88337,363263,Less:  Expenditure of non-residents in the country
รายจ่ายเพื่อการอุปโภคขั้นสุดท้าย ของรัฐบาล,1617299,1676679,1678922,General government final consumption expenditure
การบริการสาธารณะทั่วไป,233064,237237,231400,General public services 
การป้องกันประเทศ,172506,161772,150570,Defence
ความสงบเรียบร้อยภายในประเทศ,144699,144571,138438,Public order and safety 
กิจการทางเศรษฐกิจ,201436,195314,204852,Economic affairs
การป้องกันทางสิ่งแวดล้อม,24157,24433,22919,Environmental protection 
การเคหะและการบริการชุมชน,49108,51395,49180,Housing and community amenities
การสาธารณสุข,348971,428406,455369,Health
สันทนาการ วัฒนธรรม และศาสนา,27999,29155,28251,"Recreation, culture and religion"
การศึกษา,404903,404176,401650,Education
การคุ้มครองทางสังคม,19215,17030,15850,Social protection
,,,,
หมายเหตุ: ปริมาณลูกโซ่ไม่มีคุณสมบัติของการบวก คือ ผลรวมของมูลค่าส่วนย่อยไม่เท่ากับมูลค่าส่วนรวมที่เกิดจากการทำปริมาณลูกโซ่,,,,
Note: Chain volume series are not additive. The sum of the components will thus not be equal to the shown totals.,,,,
ที่มา: สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ  สำนักนายกรัฐมนตรี,,,,
"Source: Office of the National Economic and Social Development Council,  Office of the Prime Minister",,,,
