ตาราง  8.8 ตัวชี้วัดความยากจน จำแนกตามภาค พ.ศ. 2561 - 2565,,,,,,,,
Table  8.8 Poverty Indicator by Region: 2018 - 2022,,,,,,,,
,,,,,,,,
,,,,,,,,(บาท  Baht)
ตัวชี้วัด,ภาค,2561 (2018),2562 (2019),2563 (2020),2564 (2021),2565 (2022),Indicators,Region
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),ทั่วราชอาณาจักร,2714,2763,2762,2803,2997,Poverty line (Expenditure) (Baht/Person/Month),Whole Kingdom
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),กรุงเทพมหานคร,3213,3276,3279,3308,3556,Poverty line (Expenditure) (Baht/Person/Month),Bangkok
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),ภาคกลาง,2897,2933,2919,2965,3175,Poverty line (Expenditure) (Baht/Person/Month),Central Region
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),ภาคเหนือ,2414,2464,2469,2510,2678,Poverty line (Expenditure) (Baht/Person/Month),Northern Region
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),ภาคตะวันออกเฉียงเหนือ,2417,2478,2495,2526,2684,Poverty line (Expenditure) (Baht/Person/Month),Northeastern Region
เส้นความยากจน (ด้านรายจ่าย)  (บาท/คน/เดือน),ภาคใต้,2789,2816,2792,2840,3036,Poverty line (Expenditure) (Baht/Person/Month),Southern Region
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,ทั่วราชอาณาจักร,5738,4336,4748,4405,3793,Number of poor (Expenditure) (Thousand persons),Whole Kingdom
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,กรุงเทพมหานคร,88,52,44,51,124,Number of poor (Expenditure) (Thousand persons),Bangkok
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,ภาคกลาง,1025,882,684,657,569,Number of poor (Expenditure) (Thousand persons),Central Region
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,ภาคเหนือ,1227,771,774,763,764,Number of poor (Expenditure) (Thousand persons),Northern Region
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,ภาคตะวันออกเฉียงเหนือ,2166,1548,2122,1873,1430,Number of poor (Expenditure) (Thousand persons),Northeastern Region
จำนวนคนจน (ด้านรายจ่าย)  (พันคน) ,ภาคใต้,1232,1084,1124,1061,906,Number of poor (Expenditure) (Thousand persons),Southern Region
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),ทั่วราชอาณาจักร,8.30,6.26,6.83,6.32,5.43,Headcount ratio (Expenditure) (Percent),Whole Kingdom
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),กรุงเทพมหานคร,0.99,0.58,0.49,0.57,1.37,Headcount ratio (Expenditure) (Percent),Bangkok
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),ภาคกลาง,4.97,4.22,3.24,3.08,2.64,Headcount ratio (Expenditure) (Percent),Central Region
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),ภาคเหนือ,10.74,6.78,6.84,6.77,6.80,Headcount ratio (Expenditure) (Percent),Northern Region
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),ภาคตะวันออกเฉียงเหนือ,11.65,8.36,11.50,10.20,7.81,Headcount ratio (Expenditure) (Percent),Northeastern Region
สัดส่วนคนจน (ด้านรายจ่าย) (ร้อยละ),ภาคใต้,12.92,11.30,11.65,10.94,9.30,Headcount ratio (Expenditure) (Percent),Southern Region
,,,,,,,,
ที่มา: สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ สำนักนายกรัฐมนตรี,,,,,,,,
"Source: Office of the National Economic and Social Development Council, Office of the Prime Minister",,,,,,,,
