ตาราง 1.17 การจดทะเบียนสมรส และหย่า จำแนกตามภาค พ.ศ. 2564 - 2566,,,,,,,,
Table 1.17 Couple with Marriage and Divorce Certificate by Region: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(คู่สมรส  Couple)
รายการ,ภาค,2564 (2021),2565 (2022),2566 (2023),อัตราการเปลี่ยนแปลง (Percent change)_2565 (2022),อัตราการเปลี่ยนแปลง (Percent change)_2566 (2023),Item,Region
สมรส,ทั่วราชอาณาจักร,240979,305487,279748,26.8,-8.4,Marriage,Whole Kingdom
สมรส,กรุงเทพมหานครและปริมณฑล,47394,66263,65968,39.8,-0.4,Marriage,Bangkok and Vicinities
สมรส,กรุงเทพมหานคร,23595,39775,39150,68.6,-1.6,Marriage,Bangkok 
สมรส,ภาคกลาง,12588,15114,13915,20.1,-7.9,Marriage,Central Region
สมรส,ภาคตะวันออก,30581,36307,35623,18.7,-1.9,Marriage,Eastern Region
สมรส,ภาคตะวันตก,12192,14629,13562,20.0,-7.3,Marriage,Western Region
สมรส,ภาคเหนือ,39054,48388,41621,23.9,-14.0,Marriage,Northern Region
สมรส,ภาคตะวันออกเฉียงเหนือ,68461,88989,74045,30.0,-16.8,Marriage,Northeastern Region
สมรส,ภาคใต้,30709,35797,35014,16.6,-2.2,Marriage,Southern Region
หย่า,ทั่วราชอาณาจักร,110942,146159,147337,31.7,0.8,Divorce,Whole Kingdom
หย่า,กรุงเทพมหานครและปริมณฑล,21341,31970,32261,49.8,0.9,Divorce,Bangkok and Vicinities
หย่า,กรุงเทพมหานคร,10258,17635,17410,71.9,-1.3,Divorce,Bangkok 
หย่า,ภาคกลาง,6634,8730,8414,31.6,-3.6,Divorce,Central Region
หย่า,ภาคตะวันออก,15196,18852,19737,24.1,4.7,Divorce,Eastern Region
หย่า,ภาคตะวันตก,6196,7735,7619,24.8,-1.5,Divorce,Western Region
หย่า,ภาคเหนือ,18458,23525,23095,27.5,-1.8,Divorce,Northern Region
หย่า,ภาคตะวันออกเฉียงเหนือ,30473,38987,40161,27.9,3.0,Divorce,Northeastern Region
หย่า,ภาคใต้,12644,16360,16050,29.4,-1.9,Divorce,Southern Region
,,,,,,,,
ที่มา:  กรมการปกครอง  กระทรวงมหาดไทย,,,,,,,,
"Source:  Department of Provincial Administration,  Ministry of Interior",,,,,,,,
