ตาราง 2.1 ประชากรอายุ 15 ปีขึ้นไป จำแนกตามสถานภาพแรงงาน และไตรมาส พ.ศ. 2565 - 2566,,,,,,,
Table 2.1 Population Aged 15 Years and Over by Labour Force Status and Quarter: 2022 - 2023,,,,,,,
,,,,,,,
,,,,,,,(พันคน  Thousand persons)
ปี,สถานภาพแรงงาน,ไตรมาสที่ 1 (Quarter 1),ไตรมาสที่ 2 (Quarter 2),ไตรมาสที่ 3 (Quarter 3),ไตรมาสที่ 4 (Quarter 4),Year,Labour force status
2565,รวมยอด,58513.7,58587.4,58661.2,58732.6,2022,Total
2565,กำลังแรงงานรวม,39618.2,39764.0,40088.6,40142.5,2022,Total labour force
2565,กำลังแรงงานปัจจุบัน,39323.2,39557.5,40057.4,40054.2,2022,Current labour force
2565,ผู้มีงานทำ,38715.6,39010.9,39566.0,39591.7,2022,Employed
2565,ผู้ว่างงาน,607.6,546.6,491.4,462.5,2022,Unemployed
2565,กำลังแรงงานที่รอฤดูกาล,295.0,206.5,31.2,88.3,2022,Seasonally inactive labour force
2565,ผู้ไม่อยู่ในกำลังแรงงาน,18895.6,18823.4,18572.6,18590.1,2022,Persons not in labour force
2565,ทำงานบ้าน,5261.9,5199.2,5111.0,5202.0,2022,Household work
2565,เรียนหนังสือ,4856.1,4727.0,4558.4,4543.0,2022,Studies
2565,ยังเด็ก/ชรา/ไม่สามารถทำงานได้,6728.2,6870.5,6963.4,6933.6,2022,Too young/Old/Incapable of work
2565,อื่น ๆ,2049.4,2026.8,1939.9,1911.5,2022,Others
2566,รวมยอด,58807.6,58886.3,58961.6,59027.4,2023,Total
2566,กำลังแรงงานรวม,40281.0,40302.2,40531.8,40673.9,2023,Total labour force
2566,กำลังแรงงานปัจจุบัน,40050.4,40106.5,40492.5,40579.4,2023,Current labour force
2566,ผู้มีงานทำ,39629.2,39677.5,40091.3,40250.1,2023,Employed
2566,ผู้ว่างงาน,421.1,429.1,401.2,329.3,2023,Unemployed
2566,กำลังแรงงานที่รอฤดูกาล,230.6,195.7,39.3,94.5,2023,Seasonally inactive labour force
2566,ผู้ไม่อยู่ในกำลังแรงงาน,18526.6,18584.1,18429.8,18353.5,2023,Persons not in labour force
2566,ทำงานบ้าน,5105.7,5129.7,5037.0,5070.9,2023,Household work
2566,เรียนหนังสือ,4642.5,4518.4,4558.2,4469.4,2023,Studies
2566,ยังเด็ก/ชรา/ไม่สามารถทำงานได้,6846.1,7032.6,6994.9,7081.9,2023,Too young/Old/Incapable of work
2566,อื่น ๆ,1932.3,1903.4,1839.7,1731.2,2023,Others
,,,,,,,
ที่มา:  การสำรวจภาวะการทำงานของประชากร ทั่วราชอาณาจักร สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,
"Source:  The Labour Force Survey Whole Kingdom, National Statistical Office, Ministry of Digital Economy and Society",,,,,,,
