ตาราง 2.12 แรงงานนอกระบบ จำแนกตามปัญหาจากการทำงาน และภาค พ.ศ. 2565 - 2566,,,,,,,,,
Table 2.12 Informal Employment by Problem at Work and Region: 2022 - 2023,,,,,,,,,
,,,,,,,,,
,,,,,,,,,    (พันคน  Thousand persons)
ปี,ปัญหาจากการทำงาน,ทั่วราชอาณาจักร (Whole Kingdom),กรุงเทพมหานคร (Bangkok),ภาคกลาง (Central Region),ภาคเหนือ (Northern Region),ภาคตะวันออกเฉียงเหนือ (Northeastern Region),ภาคใต้ (Southern Region),Year,Problem at work
2565,รวมยอด,4010.5,292.3,780.6,1072.3,1416.8,448.4,2022,Total
2565,ค่าตอบแทน,1966.9,71.8,339.3,499.8,756.4,299.5,2022,Allowance
2565,งานหนัก,502.5,17.3,90.6,195.9,181.7,17.0,2022,Hard work
2565,ทำงานไม่ตรงเวลาปกติ,103.0,13.5,6.9,11.0,64.1,7.6,2022,Not ordinary hour
2565,งานขาดความต่อเนื่อง,798.4,72.2,217.7,164.0,255.8,88.7,2022,Not prolong
2565,ชั่วโมงทำงานมากเกินไป,29.4,-,8.5,2.6,13.9,4.4,2022,Long hour
2565,ไม่มีวันหยุด,64.7,23.4,10.6,10.0,16.2,4.5,2022,No holiday
2565,ลาพักผ่อนไม่ได้,23.9,4.4,2.3,3.7,7.3,6.3,2022,No vacation
2565,ไม่มีสวัสดิการ,344.7,77.2,70.2,56.9,120.3,20.2,2022,No security
2565,ไม่ทราบ,177.1,12.6,34.5,128.6,1.2,0.3,2022,Unknown
2566,รวมยอด,3920.3,323.0,744.9,1070.5,1306.7,475.3,2023,Total
2566,ค่าตอบแทน,1863.2,106.2,318.0,448.4,667.8,322.7,2023,Allowance
2566,งานหนัก,534.1,36.7,76.6,228.4,174.3,18.0,2023,Hard work
2566,ทำงานไม่ตรงเวลาปกติ,87.0,17.6,7.7,20.2,38.1,3.4,2023,Not ordinary hour
2566,งานขาดความต่อเนื่อง,705.1,63.6,187.9,151.6,204.0,98.1,2023,Not prolong
2566,ชั่วโมงทำงานมากเกินไป,33.6,5.9,3.3,5.5,17.1,1.7,2023,Long hour
2566,ไม่มีวันหยุด,72.7,10.2,15.5,15.1,26.4,5.5,2023,No holiday
2566,ลาพักผ่อนไม่ได้,24.0,3.4,1.7,1.9,15.6,1.4,2023,No vacation
2566,ไม่มีสวัสดิการ,401.4,69.6,102.4,43.3,162.7,23.5,2023,No security
2566,ไม่ทราบ,199.1,9.6,31.9,156.0,0.7,0.9,2023,Unknown
,,,,,,,,,
ที่มา: การสำรวจแรงงานนอกระบบ  สำนักงานสถิติแห่งชาติ  กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,,,
" Source: Informal Labour Survey, National Statistical Office, Ministry of Digital Economy and Society",,,,,,,,,
