ตาราง 2.4 ผู้มีงานทำ จำแนกตามอาชีพ ชั่วโมงทำงาน และเพศ ไตรมาส 3 พ.ศ. 2566,,,,,,
"Table 2.4 Employed Persons by Occupation, Hours Worked and Sex: 3rd Quarter, 2023",,,,,,
,,,,,,
,,,,,,(พันคน  Thousand persons)
การจำแนก,การจำแนกย่อย,รวมยอด (Total),ชาย (Male),หญิง (Female),Classification,Sub-class 1
อาชีพ,รวมยอด,40091.3,21470.3,18621.1,Occupation,Total
อาชีพ,ผู้จัดการ ผู้บัญญัติกฎหมาย,1390.6,837.2,553.5,Occupation,Legislators and managers
อาชีพ,ผู้ประกอบวิชาชีพด้านต่างๆ,2179.0,822.6,1356.4,Occupation,Professionals
อาชีพ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพ,1798.0,817.6,980.4,Occupation,Technicians and associate professionals
อาชีพ,เสมียน,1877.3,521.8,1355.5,Occupation,Clerical support workers
อาชีพ,พนักงานบริการ ผู้จำหน่ายสินค้า,8393.1,3286.8,5106.3,Occupation,Service and sales workers
อาชีพ,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตร ป่าไม้ และประมง,11860.6,6936.6,4924.0,Occupation,Skilled agricultural forestry and fishery
อาชีพ,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,4229.2,3139.0,1090.2,Occupation,Craft and related trade workers
อาชีพ,ผู้ควบคุมเครื่องจักรงานด้านการประกอบ,4028.6,2920.0,1108.6,Occupation,Plant and machine controlors
อาชีพ,ผู้ประกอบอาชีพงานพื้นฐาน,4308.9,2179.5,2129.4,Occupation,Elementary occupations
อาชีพ,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,26.1,9.3,16.8,Occupation,Not classifiable
ชั่วโมงการทำงานต่อสัปดาห์,รวมยอด,40091.3,21470.3,18621.1,Hours worked per week,Total
ชั่วโมงการทำงานต่อสัปดาห์,0 ชั่วโมง (1),161.1,89.3,71.8,Hours worked per week,0 hours (1)
ชั่วโมงการทำงานต่อสัปดาห์,1 - 9 ชั่วโมง,196.0,92.1,104.0,Hours worked per week,1 - 9 hours
ชั่วโมงการทำงานต่อสัปดาห์,10 - 19 ชั่วโมง,1002.3,474.9,527.5,Hours worked per week,10 - 19 hours
ชั่วโมงการทำงานต่อสัปดาห์,20 - 29 ชั่วโมง,2964.6,1478.4,1486.2,Hours worked per week,20 - 29 hours
ชั่วโมงการทำงานต่อสัปดาห์,30 - 34 ชั่วโมง,2744.9,1495.2,1249.8,Hours worked per week,30 - 34 hours
ชั่วโมงการทำงานต่อสัปดาห์,35 - 39 ชั่วโมง,5096.5,2602.8,2493.7,Hours worked per week,35 - 39 hours
ชั่วโมงการทำงานต่อสัปดาห์,40 - 49 ชั่วโมง,21300.7,11625.7,9675.0,Hours worked per week,40 - 49 hours
ชั่วโมงการทำงานต่อสัปดาห์,50 ชั่วโมงขึ้นไป,6625.2,3612.0,3013.2,Hours worked per week,50 hours and over
 ,,,,,,
(1) ผู้มีงานประจำซึ่งไม่ได้ทำงานสัปดาห์แห่งการสำรวจ,,,,,,
(1) For a person who had a regular job but was not at work during the survey week.,,,,,,
ที่มา: การสำรวจภาวะการทำงานของประชากร ทั่วราชอาณาจักร สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,
"Source: The Labour Force Survey Whole Kingdom, National Statistical Office, Ministry of Digital Economy and Society",,,,,,
