ตาราง 2.3 ผู้มีงานทำ จำแนกตามระดับการศึกษาที่สำเร็จ และไตรมาส พ.ศ. 2565 - 2566,,,,,,,
Table 2.3 Employed Persons by Level of Educational Attainment and Quarter: 2022 - 2023,,,,,,,
,,,,,,,
,,,,,,,(พันคน  Thousand persons)
ปี,ระดับการศึกษาที่สำเร็จ,ไตรมาสที่ 1 (Quarter 1),ไตรมาสที่ 2 (Quarter 2),ไตรมาสที่ 3 (Quarter 3),ไตรมาสที่ 4 (Quarter 4),Year,Level of educational attainment
2565,รวมยอด,38715.6,39010.9,39566,39591.7,2022,Total
2565,ไม่มีการศึกษา ,1168.6,1141.3,1121.9,1183.4,2022,No schooling
2565,ต่ำกว่าประถมศึกษา ,5366.5,5361.4,5457.7,5366.7,2022,Incomplete primary
2565,ประถมศึกษา ,8313.6,8234.7,8231.5,8470.7,2022,Primary education
2565,มัธยมศึกษาตอนต้น ,6633.5,6696.9,6850.1,6755.2,2022,Lower secondary education
2565,มัธยมศึกษาตอนปลาย รวม,7423.1,7429,7848.8,7712.9,2022,Upper secondary education (Total)
2565,มัธยมศึกษาตอนปลาย สายสามัญ ,5907.7,5917.9,6287.1,6104.4,2022,Upper secondary education (General/Academic)
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา ,1508.9,1505.1,1554.5,1602.7,2022,Upper secondary education (Vocational )
2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา ,6.5,6.1,7.2,5.8,2022,Upper secondary education (Teacher training)
2565,อุดมศึกษา รวม,9399.6,9771.2,9712.7,9758.3,2022,Higher education (Total)
2565,อุดมศึกษา สายวิชาการ ,6433.4,6557.5,6551,6609.1,2022,Higher education (Academic)
2565,อุดมศึกษา สายวิชาชีพ ,2210,2368.6,2317.4,2328.6,2022,Higher education (Higher technical education)
2565,อุดมศึกษา สายวิชาการศึกษา ,756.3,845.1,844.4,820.6,2022,Higher education (Teacher training)
2565,อื่นๆ (1) ,161.8,182.5,176.2,153,2022,Others (1)
2565,ไม่ทราบ ,248.9,194,167.1,191.7,2022,Unknown
2566,รวมยอด,39629.2,39677.5,40091.3,40250.1,2023,Total
2566,ไม่มีการศึกษา ,1081.4,1005.8,894.7,868.6,2023,No schooling
2566,ต่ำกว่าประถมศึกษา ,5119.8,4914.9,5063,5048.9,2023,Incomplete primary
2566,ประถมศึกษา ,8528.3,8614.4,8861.4,8854.7,2023,Primary education
2566,มัธยมศึกษาตอนต้น ,6862.4,6930.8,7195.6,7100.2,2023,Lower secondary education
2566,มัธยมศึกษาตอนปลาย รวม,7780.6,8014.2,8129.5,8138.9,2023,Upper secondary education (Total)
2566,มัธยมศึกษาตอนปลาย สายสามัญ ,6218.2,6397.2,6529.9,6522.1,2023,Upper secondary education (General/Academic)
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา ,1552.4,1600.4,1595.8,1607.3,2023,Upper secondary education (Vocational )
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา ,10,16.6,3.7,9.6,2023,Upper secondary education (Teacher training)
2566,อุดมศึกษา รวม,9760.2,9718.9,9532.5,9792.4,2023,Higher education (Total)
2566,อุดมศึกษา สายวิชาการ ,6547.4,6426.7,6292.2,6483.7,2023,Higher education (Academic)
2566,อุดมศึกษา สายวิชาชีพ ,2393.3,2452.1,2435.3,2467.4,2023,Higher education (Higher technical education)
2566,อุดมศึกษา สายวิชาการศึกษา ,819.6,840.2,805,841.3,2023,Higher education (Teacher training)
2566,อื่นๆ (1) ,175.4,202.7,191.5,188.2,2023,Others (1)
2566,ไม่ทราบ ,321,275.8,223.2,258.1,2023,Unknown
,,,,,,,
(1) รวมอาชีวะระยะสั้น,,,,,,,
(1) Including Short Course Vocational,,,,,,,
ที่มา: การสำรวจภาวะการทำงานของประชากร ทั่วราชอาณาจักร สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,
"Source: The Labour Force Survey Whole Kingdom, National Statistical Office, Ministry of Digital Economy and Society",,,,,,,
