ตาราง  6.1  ประชากร ที่ได้รับสวัสดิการค่ารักษาพยาบาล จำแนกตามประเภทสวัสดิการค่ารักษาพยาบาล และภาค พ.ศ. 2564 และ 2566,,,,,,,,,
Table    6.1  Population who Received Health Insurance by Type of Health Insurance and Region: 2021 and 2023,,,,,,,,,
,,,,,,,,,
,,,,,,,,,(พันคน  Thousand persons)
ปี,ประเภทสวัสดิการค่ารักษาพยาบาล (1),ทั่วราชอาณาจักร (WholeKingdom),กรุงเทพมหานคร (Bangkok),ภาคกลาง (ไม่รวม กทม.) (Central Region (Excluding BKK.)),ภาคเหนือ (Northern Region),ภาคตะวันออกเฉียงเหนือ (Northeastern Region),ภาคใต้ (Southern Region),Year,Type of health insurance (1)
2564,หลักประกันสุขภาพแห่งชาติ,50803.4,4657.9,12924.5,9385.1,16036.8,7799.1,2021,Universal coverage card (UC)
2564,ประกันสังคม/กองทุนเงินทดแทน,12419.8,3236.7,6048.6,1093.1,1217.1,824.3,2021,Social security system/worker compensated fund (SSS)
2564,ข้าราชการ/ข้าราชการบำนาญ,4754.1,689.2,1333.2,769.5,1231.9,730.4,2021,Civil servant medical benefits scheme (CSMBS)
2564,รัฐวิสาหกิจ,447.7,119.2,178.5,39.9,35.6,74.5,2021,State enterprise
2564,หน่วยงานอิสระของรัฐ,27.6,6.9,6.3,6.1,3.5,4.9,2021,Independent agency of the state
2564,องค์การปกครองส่วนท้องถิ่น,205.7,8.6,51.4,28.8,85.6,31.3,2021,Local government
2564,ประกันสุขภาพกับบริษัทประกัน,4303.5,1085.2,1640.6,495.8,651.0,430.9,2021,Private health insurance
2564,สวัสดิการโดยนายจ้าง,1200.1,211.8,895.7,31.2,20.4,41.0,2021,Health insurance covered by employer
2564,อื่น ๆ,729.0,71.4,328.6,184.2,55.7,89.0,2021,Others
2566,หลักประกันสุขภาพแห่งชาติ,51920.7,4767.4,13951.2,9035.0,16165.6,8001.5,2023,Universal coverage card (UC)
2566,ประกันสังคม/กองทุนเงินทดแทน,12894.0,3306.6,6422.8,1097.4,1102.0,965.1,2023,Social security system/worker compensated fund (SSS)
2566,ข้าราชการ/ข้าราชการบำนาญ,4728.1,533.2,1348.9,915.7,1151.2,779.1,2023,Civil servant medical benefits scheme (CSMBS)
2566,รัฐวิสาหกิจ,425.1,147.8,127.1,63.6,64.0,22.6,2023,State enterprise
2566,หน่วยงานอิสระของรัฐ,53.0,44.6,2.4,4.5,0.6,0.9,2023,Independent agency of the state
2566,องค์การปกครองส่วนท้องถิ่น,343.3,57.9,101.1,28.0,130.8,25.4,2023,Local government
2566,ประกันสุขภาพกับบริษัทประกัน,4492.2,1182.2,1816.1,613.2,451.2,429.5,2023,Private health insurance
2566,สวัสดิการโดยนายจ้าง,1325.5,248.6,918.4,79.4,47.9,31.2,2023,Health insurance covered by employer
2566,อื่น ๆ,798.1,163.4,90.4,237.6,100.7,205.9,2023,Others
,,,,,,,,,
(1) ตอบได้มากกว่า 1 คำตอบ   ,,,,,,,,,
(1) More than 1 answer,,,,,,,,,
ที่มา:  การสำรวจอนามัยและสวัสดิการ  สำนักงานสถิติแห่งชาติ  กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,,,
"Source:  The Health and Welfare Survey,  National Statistical Office,  Ministry of Digital Economy and Society",,,,,,,,,
