ตาราง 7.3 ผู้มีงานทำที่อยู่ในแรงงานในระบบ และนอกระบบ จำแนกตามระดับการศึกษาที่สำเร็จ และเพศ พ.ศ. 2566,,,,,,
Table 7.3 Formal and Informal Employed Persons by Level of Educational Attainment and Sex: 2023,,,,,,
,,,,,,
,,,,,,(คน  Person)
ผู้มีงานทำ,ระดับการศึกษาที่สำเร็จ,รวมยอด (Total),ชาย ( Male),หญิง ( Female),Employed Persons,Level of educational attainment
รวมยอด,รวมทั้งหมด,40091326,21470275,18621051,Total,Total
แรงงานในระบบ,รวมทั้งหมด,19133659,9935301,9198358,Formal,Total
แรงงานในระบบ,ไม่มีการศึกษา,367025,208078,158947,Formal,No education
แรงงานในระบบ,ต่ำกว่าประถมศึกษา,751437,392339,359098,Formal,Less than elementary
แรงงานในระบบ,ประถมศึกษา,2889915,1723621,1166294,Formal,Elementary
แรงงานในระบบ,มัธยมศึกษาตอนต้น,3403284,2027397,1375887,Formal,Lower secondary
แรงงานในระบบ,มัธยมศึกษาตอนปลาย,4354146,2439796,1914350,Formal,Upper secondary
แรงงานในระบบ,อุดมศึกษา,7006633,2954730,4051903,Formal,Higher level
แรงงานในระบบ,อื่น ๆ (1),184809,101731,83078,Formal,Others (1)
แรงงานในระบบ,ไม่ทราบ,176410,87609,88801,Formal,Unknown
แรงงานนอกระบบ,รวมทั้งหมด,20957666,11534974,9422692,Informal,Total
แรงงานนอกระบบ,ไม่มีการศึกษา,527637,213223,314414,Informal,No education
แรงงานนอกระบบ,ต่ำกว่าประถมศึกษา,4311556,2200432,2111124,Informal,Less than elementary
แรงงานนอกระบบ,ประถมศึกษา,5971514,3276872,2694641,Informal,Elementary
แรงงานนอกระบบ,มัธยมศึกษาตอนต้น,3792313,2332527,1459786,Informal,Lower secondary
แรงงานนอกระบบ,มัธยมศึกษาตอนปลาย,3775306,2148130,1627176,Informal,Upper secondary
แรงงานนอกระบบ,อุดมศึกษา,2525882,1332725,1193157,Informal,Higher level
แรงงานนอกระบบ,อื่น ๆ (1),6700,3168,3532,Informal,Others (1)
แรงงานนอกระบบ,ไม่ทราบ,46760,27898,18863,Informal,Unknown
,,,,,,
(1) รวมอาชีวะระยะสั้น ,,,,,,
(1) Including short course vocational,,,,,,
ที่มา:  การสำรวจแรงงานนอกระบบ  สำนักงานสถิติแห่งชาติ  กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,
"Source:  Informal Employment Survey,  National Statistical Office, Ministry of Digital Economy and Society",,,,,,
