ตาราง 14.23 ดัชนีราคาผู้ผลิต จำแนกตามขั้นตอนการผลิต พ.ศ. 2564 - 2566,,,,,,
Table 14.23 Producer Price Index by Stage of Processing: 2021 - 2023,,,,,,
,,,,,,
,,,,,,[2558 (2015) = 100]
ขั้นตอนการผลิต,2564 (2021)_ดัชนีราคาผู้ผลิต (Producer price index),2565 (2022)_ดัชนีราคาผู้ผลิต (Producer price index),2566 (2023)_ดัชนีราคาผู้ผลิต (Producer price index),2565 (2022)_อัตราการเปลี่ยนแปลง (Percent change),2566 (2023)_อัตราการเปลี่ยนแปลง (Percent change),Stage of processing
สินค้าสำเร็จรูป,99.70,104.30,104.90,4.61,0.58,Finished goods
สินค้าอุปโภคบริโภค,103.30,108.30,109.20,4.84,0.83,Finished consumer goods
สินค้าบริโภค,101.50,105.70,107.60,4.14,1.80,Consumer goods
สินค้าอุปโภค ,104.20,109.60,110.00,5.18,0.36,Finished consumer goods excluding foods
สินค้าทุน ,92.00,95.50,95.60,3.80,0.10,Capital equipments
สินค้ากึ่งสำเร็จรูป (แปรรูป),103.80,120.50,113.10,16.09,-6.14,Intermediate materials goods
สินค้ากึ่งสำเร็จรูปสำหรับอุตสาหกรรม,104.10,124.60,114.90,19.69,-7.78,Intermediate materials for industry
สินค้าอาหารและอาหารสัตว์,106.70,116.50,117.90,9.18,1.20,Intermediate foods and feeds
สินค้ากึ่งสำเร็จรูปที่ไม่ใช่อาหาร,103.00,124.60,113.80,20.97,-8.67,Intermediate materials less foods
สินค้ากึ่งสำเร็จรูปก่อสร้าง,102.80,106.30,106.40,3.40,0.09,Intermediate construction goods
สินค้าวัตถุดิบ,105.40,135.90,126.00,28.94,-7.28,Crude materials
วัตถุดิบสำหรับอาหาร,108.30,123.40,126.30,13.94,2.35,Crude materials for foods
วัตถุดิบที่ไม่ใช่อาหาร,101.60,152.00,125.60,49.61,-17.37,Crude nonfood materials 
,,,,,,
ที่มา: สำนักงานนโยบายและยุทธศาสตร์การค้า กระทรวงพาณิชย์,,,,,,
"Source: Trade Policy and Strategic Office,  Ministry of Commerce",,,,,,
