ตาราง 5.4 ผู้ป่วยนอก ตามกลุ่มสาเหตุ (21 กลุ่มโรค) จากสถานบริการสาธารณสุข ของกระทรวงสาธารณสุข พ.ศ. 2563 - 2565,,,,
"Table 5.4 Out-Patients According to 21 Cause Groups from Health Service Units, Ministry of Public Health: 2020 - 2022",,,,
,,,,
,,,,(คน  Person)
กลุ่มสาเหตุ,2563 (2020),2564 (2021),2565 (2022),Cause groups
รวมยอด,209613842,175370320,202374470,Total
โรคระบบหายใจ,18229475,11624433,21440810,Diseases of the respiratory system
โรคระบบย่อยอาหาร รวมโรคในช่องปาก,23861487,17014478,21386820,Diseases of the digestive system
อาการ อาการแสดง และสิ่งผิดปกติที่พบได้จากการตรวจทางคลินิก และทางห้องปฏิบัติการ ที่ไม่สามารถจำแนกโรค ในกลุ่มอื่นได้,17721991,14261576,15457561,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
โรคระบบไหลเวียนเลือด,40870272,37929320,39570267,Diseases of the circulatory system
โรคระบบกล้ามเนื้อ รวมโครงร่าง และเนื้อยึดเสริม,24183091,19373269,21863995,Diseases of the musculoskeletal system and connective tissue
โรคเกี่ยวกับต่อมไร้ท่อ โภชนาการ และเมตะบอลิซึม,37874581,35201059,37841407,"Endocrine, nutritional and metabolic diseases"
โรคติดเชื้อและปรสิต,5613517,4550952,5541224,Certain infectious and parasitic diseases
โรคผิวหนัง และเนื้อเยื่อใต้ผิวหนัง,5581408,4489065,4703166,Diseases of the skin and subcutaneous tissue
โรคระบบอวัยวะสืบพันธุ์ร่วมปัสสาวะ,5989533,5074720,5680939,Diseases of the genitourinary system
โรคตา รวมส่วนประกอบของตา,5588505,4520383,5295373,Diseases of the eye and adnexa
ภาวะแปรปรวนทางจิต และพฤติกรรม,6292592,5727898,6153851,Mental and behavioural disorders
โรคระบบประสาท,3718407,3165744,3502736,Diseases of the nervous system
อุบัติเหตุจากการขนส่ง และผลที่ตามมา,1166154,962639,1092009,Transport accidents and their sequelae
โรคหูและปุ่มกกหู,1539404,1223262,1381836,Diseases of the ear and mastoid process
ภาวะแทรกซ้อนในการตั้งครรภ์ การคลอด และระยะหลังคลอด ,995782,872801,916290,"Complication of pregnancy, childbirth"
เนื้องอก (รวมมะเร็ง),3438107,3347514,3921393,Neoplasms
โรคเลือดและอวัยวะสร้างเลือด และความผิดปกติเกี่ยวกับภูมิคุ้มกัน,1770014,1569514,1753865,Diseases of the blood and blood forming organs and certain disorder involving the immune mechanism
การเป็นพิษ และผลที่ตามมา,71536,60682,73843,"Poisoning, toxic effect and their sequelae"
รูปร่างผิดปกติแต่กำเนิด การพิการจนผิดรูปแต่กำเนิด และโครโมโซมผิดปกติ,290574,235025,283392,"Congenital malformations, deformations and chromosomal abnormalities"
ภาวะผิดปกติของทารกที่เกิดขึ้น ในระยะปริกำเนิด (อายุครรภ์ 22 สัปดาห์ขึ้นไป จนถึง 7 วันหลังคลอด),264618,214010,223666,Certain conditions criginating in the perinatal period
สาเหตุจากภายนอกอื่น ๆ ที่ทำให้ป่วย หรือตาย,4552794,3951976,4290027,Other external causes of morbidity and mortality
,,,,
หมายเหตุ: ไม่รวมกรุงเทพมหานคร  ,,,,
Note: Excluding Bangkok,,,,
ที่มา: สำนักงานปลัดกระทรวงสาธารณสุข,,,,
Source: Office of the Permanent Secretary Ministry of Public Health,,,,
