ตาราง  19.3  งบประมาณรายจ่าย จำแนกตามลักษณะงานและงบรายจ่าย ปีงบประมาณ 2567,,,,,,,
Table   19.3  Budget Appropriation by Functions and Objects of Expenditures: Fiscal Year 2024,,,,,,,
,,,,,,,
,,,,,,,(ล้านบาท  Million Baht)
ลักษณะงาน,งบรายจ่าย (Objects of expenditures)_รวมยอด (Total),งบรายจ่าย (Objects of expenditures)_งบบุคลากร (Personnel),งบรายจ่าย (Objects of expenditures)_งบดำเนินงาน (Operations),งบรายจ่าย (Objects of expenditures)_งบลงทุน (Investments),งบรายจ่าย (Objects of expenditures)_งบเงินอุดหนุน (Subsidies),งบรายจ่าย (Objects of expenditures)_งบรายจ่ายอื่น (Others),Functions
รวมยอด,3480000.0,622529.1,220697.9,498231.6,1200881.5,937659.9,Total
การบริหารทั่วไปของรัฐ,909966.7,44298.6,108875.5,70827.4,138260.1,547705.1,General public services
การป้องกันประเทศ,196671.3,97453.1,22093.2,9544.3,5123.4,62457.3,Defense 
การรักษาความสงบภายใน,197303.8,95467.0,30575.7,22239.6,37165.0,11856.5,Public order and safety 
การเศรษฐกิจ,788346.8,51470.9,25232.7,306483.9,323384.0,81775.3,Economic affairs
การสิ่งแวดล้อม,12039.0,1901.9,1254.9,6128.9,1539.2,1214.1,Environmental protection
การเคหะและชุมชน,165314.6,6610.4,3091.2,45318.0,104737.9,5557.1,Housing and communities amenities
การสาธารณสุข,332935.2,107288.8,13544.2,13002.3,44386.9,154713.0,Health 
การศาสนา วัฒนธรรม และนันทนาการ,16887.5,3621.5,2364.6,2643.2,6668.6,1589.6," Recreation, culture,  and religion"
การศึกษา,455566.4,211640.9,11481.6,21579.2,191038.4,19826.3,Education 
การสังคมสงเคราะห์,404968.7,2776.0,2184.3,464.8,348578.0,50965.6,Social protection
,,,,,,,
ที่มา:  สำนักงบประมาณ  สำนักนายกรัฐมนตรี,,,,,,,
"Source:  Budget Bureau, Office of the Prime Minister",,,,,,,
