ตาราง 11.1 ผู้ถือครองทำการเกษตร จำแนกตามหมวดอายุ รายได้จากผลผลิตทางการเกษตรและแหล่งเงินกู้ยืม พ.ศ. 2551  2556 และ 2561,,,,,,
"Table 11.1 Holdings by Age Group, Income from Agricultural Product and Source of Loan: 2008, 2013 and 2018",,,,,,
,,,,,,
,,,,,,(ราย  Case)
รายการ,การจำแนกระดับย่อย,2551 (2008) (1),2566 (2013) (2),2561 (2018) (1),item,Sub-class 1
ผู้ถือครองทำการเกษตรทั้งสิ้น(ไม่รวมบริษัท),,5819441,5905714,5973488,Total number of holders (Excluding corporation),
หมวดอายุ (ปี),ต่ำกว่า 25 ปี,26561,34313,16588,Age group (year),Under 25 year
หมวดอายุ (ปี),25 - 34 ปี,365688,306140,185743,Age group (year),25 - 34 year
หมวดอายุ (ปี),35 - 44 ปี,1338533,1088389,929397,Age group (year),35 - 44 year
หมวดอายุ (ปี),45 - 54 ปี,1768016,1834958,1838722,Age group (year),45 - 54 year
หมวดอายุ (ปี),55 - 64 ปี,1372831,1545605,1886553,Age group (year),55 - 64 year
หมวดอายุ (ปี),65 ปีขึ้นไป,947812,1096316,1116486,Age group (year),65 years and over
รายได้จากผลผลิตทางการเกษตร,ไม่มีรายได้จากผลผลิต,164998,160863,122426,Income from agricultural product,Not having agricultural product
รายได้จากผลผลิตทางการเกษตร,มีรายได้จากผลผลิต รวม,5654443,5744851,5851062,Income from agricultural product,Having agricultural product total
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต ต่ำกว่า 5,001 บาท",235690,150705,115155,Income from agricultural product,"Having agricultural product Under 5,001 Baht"
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต 5,001 - 10,000 บาท",448844,328965,218679,Income from agricultural product,"Having agricultural product 5,001 - 10,000 Baht"
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต 10,001 - 20,000 บาท",481105,561533,549844,Income from agricultural product,"Having agricultural product 10,001 - 20,000 Baht"
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต 20,001 - 50,000 บาท",1702331,1394946,1561371,Income from agricultural product,"Having agricultural product 20,001 - 50,000 Baht"
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต 50,001 - 100,000 บาท",1318698,1646749,1441511,Income from agricultural product,"Having agricultural product 50,001 - 100,000 Baht"
รายได้จากผลผลิตทางการเกษตร,"มีรายได้จากผลผลิต 100,001 ขึ้นไป บาท",1167775,1661953,1964502,Income from agricultural product,"Having agricultural product 100,001 and over Baht"
แหล่งเงินกู้ยืม (1/),ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,2277308,1582120,2120117,Source of loan (1/),Bank for Agriculture and Agricultural Cooperative
แหล่งเงินกู้ยืม (1/),ธนาคารอื่นๆ/สถาบันการเงิน,88330,53984,267316,Source of loan (1/),Other banks/Financial institute
แหล่งเงินกู้ยืม (1/),สหกรณ์/กลุ่มเกษตรกร,506851,290242,352267,Source of loan (1/),Cooperative/Farmer's group
แหล่งเงินกู้ยืม (1/),กองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ,1812651,983311,1611543,Source of loan (1/),Village and city fund
แหล่งเงินกู้ยืม (1/),หน่วยงานราชการอื่นๆ,146128,18943,37758,Source of loan (1/),Other government agencies
แหล่งเงินกู้ยืม (1/),แหล่งเงินกู้นอกระบบ,416618,82266,277257,Source of loan (1/),Unorganized market
,,,,,,
(1/) ผู้ถือครอง 1 ราย อาจรายงานการกู้เงินจากแหล่งเงินกู้มากกว่า 1 แหล่ง,,,,,,
(1/) One holding may report more than one source of loan.,,,,,,
(1) สำรวจการเปลี่ยนแปลงทางการเกษตร  The Agriculture Intercensal Survey,,,,,,
(1) The Agriculture Intercensal Survey,,,,,,
(2) สำมะโนการเกษตร  ,,,,,,
(2) Agricultural Census,,,,,,
ที่มา: สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,
"Source: National Statistical Office, Ministry of Digital Economy and Society",,,,,,
